uk_region,postcode,latitude,longitude,region,population,energy (kcal),delta (kcal),% fat,% carbohydrate,% protein
Wales,LL69,53.38583,-4.31883,Isle of Anglesey,3169586,1941.854497,308.1455034,38.31417182,47.04309172,14.5513775
Wales,LL70,53.36396,-4.28758,Isle of Anglesey,3169586,1941.854497,308.1455034,38.31417182,47.04309172,14.5513775
Wales,LL71,53.32732,-4.36823,Isle of Anglesey,3169586,1941.854497,308.1455034,38.31417182,47.04309172,14.5513775
Wales,LL72,53.34957,-4.24023,Isle of Anglesey,3169586,1941.854497,308.1455034,38.31417182,47.04309172,14.5513775
Wales,LL73,53.33511,-4.24397,Isle of Anglesey,3169586,1941.854497,308.1455034,38.31417182,47.04309172,14.5513775
Wales,LL74,53.31645,-4.23248,Isle of Anglesey,3169586,1941.854497,308.1455034,38.31417182,47.04309172,14.5513775
Wales,LL75,53.28343,-4.21876,Isle of Anglesey,3169586,1941.854497,308.1455034,38.31417182,47.04309172,14.5513775
Wales,LL76,53.30017,-4.23764,Isle of Anglesey,3169586,1941.854497,308.1455034,38.31417182,47.04309172,14.5513775
Wales,LL77,53.26011,-4.31053,Isle of Anglesey,3169586,1941.854497,308.1455034,38.31417182,47.04309172,14.5513775
Wales,LL78,53.31678,-4.26253,Isle of Anglesey,3169586,1941.854497,308.1455034,38.31417182,47.04309172,14.5513775
Yorkshire and the Humber,LN1,53.25883,-0.58621,Lincolnshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LN10,53.15858,-0.21703,Lincolnshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LN11,53.3732,0.02496,Lincolnshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LN12,53.3293,0.2662,Lincolnshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LN13,53.26518,0.18482,Lincolnshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LN2,53.25429,-0.5084,Lincolnshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LN3,53.24325,-0.41885,Lincolnshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LN4,53.15018,-0.38489,Lincolnshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LN5,53.17126,-0.55617,Lincolnshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LN6,53.20319,-0.59403,Lincolnshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LN7,53.49216,-0.34327,Lincolnshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LN8,53.37321,-0.32384,Lincolnshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LN9,53.21719,-0.11124,Lincolnshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS1,53.79674,-1.54754,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS10,53.76162,-1.53123,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS11,53.77609,-1.55535,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS12,53.79062,-1.59618,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS13,53.81052,-1.63396,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS14,53.82782,-1.45604,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS15,53.80619,-1.44417,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS16,53.85086,-1.60169,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS17,53.85958,-1.52709,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS18,53.8402,-1.6413,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS19,53.8592,-1.6822,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS2,53.80123,-1.54597,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS20,53.87365,-1.71251,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS21,53.91132,-1.67876,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS22,53.93179,-1.39375,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS23,53.90372,-1.35458,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS24,53.86987,-1.25168,North Yorkshire,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS25,53.78584,-1.33059,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS26,53.75227,-1.44791,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS27,53.74839,-1.60266,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS28,53.80163,-1.66897,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS29,53.92058,-1.80356,Bradford,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS3,53.80128,-1.55964,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS4,53.80944,-1.58082,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS5,53.81851,-1.60199,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS6,53.81928,-1.56704,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS7,53.81828,-1.53971,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS8,53.82445,-1.50926,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
Yorkshire and the Humber,LS9,53.79928,-1.50803,Leeds,5526350,1893.762798,356.2372021,38.4830897,47.05161068,14.35734346
East of England,LU1,51.87476,-0.42373,Luton,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,LU2,51.89147,-0.39553,Luton,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,LU3,51.90829,-0.44291,Luton,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,LU4,51.89871,-0.4665,Luton,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,LU5,51.90829,-0.5127,Central Bedfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,LU6,51.87711,-0.53552,Central Bedfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,LU7,51.90921,-0.66388,Central Bedfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
North West England,M1,53.47734,-2.23508,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M11,53.47834,-2.17933,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M12,53.46482,-2.20187,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M13,53.4603,-2.21389,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M14,53.4477,-2.22437,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M15,53.46563,-2.25008,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M16,53.45481,-2.26357,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M17,53.46906,-2.31789,Trafford,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M18,53.46127,-2.16871,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M19,53.43696,-2.19421,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M2,53.48003,-2.24263,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M20,53.42521,-2.23027,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M21,53.43771,-2.27099,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M22,53.3856,-2.25863,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M23,53.39902,-2.28729,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M24,53.55113,-2.19624,Rochdale,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M25,53.5285,-2.27459,Bury,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M26,53.56161,-2.33369,Bury,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M27,53.51216,-2.33631,Salford,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M28,53.51467,-2.39666,Salford,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M29,53.50816,-2.45692,Wigan,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M3,53.48361,-2.25018,Salford,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M30,53.48424,-2.35418,Salford,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M31,53.4193,-2.42136,Trafford,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M32,53.45021,-2.30872,Trafford,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M33,53.4205,-2.32506,Trafford,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M34,53.45594,-2.11748,Tameside,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M35,53.50714,-2.1523,Oldham,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M38,53.53167,-2.42096,Salford,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M4,53.48455,-2.22909,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M40,53.50349,-2.18999,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M41,53.45095,-2.36294,Trafford,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M43,53.48378,-2.1477,Tameside,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M44,53.44086,-2.42609,Salford,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M45,53.54734,-2.28829,Bury,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M46,53.52601,-2.49031,Wigan,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M5,53.47903,-2.28482,Salford,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M6,53.49159,-2.29696,Salford,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M60,53.48635,-2.22759,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M7,53.50516,-2.26086,Salford,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M8,53.5088,-2.23827,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M9,53.52143,-2.21269,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
North West England,M90,53.36309,-2.27653,Greater Manchester,7357456,1929.927979,320.0720211,39.75834189,46.02343072,14.1001477
South East England,ME1,51.37216,0.50017,Medway,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME10,51.34258,0.73697,Kent,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME11,51.41247,0.74833,Kent,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME12,51.42282,0.80507,Kent,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME13,51.30275,0.89675,Kent,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME14,51.28043,0.54108,Kent,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME15,51.2545,0.53392,Kent,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME16,51.27414,0.49915,Kent,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME17,51.23484,0.61021,Kent,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME18,51.24426,0.42301,Kent,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME19,51.29307,0.41123,Kent,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME2,51.39136,0.4854,Medway,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME20,51.30467,0.45919,Kent,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME3,51.43322,0.54668,Medway,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME4,51.3805,0.53081,Medway,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME5,51.34896,0.53338,Medway,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME6,51.32662,0.4417,Kent,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME7,51.37904,0.5566,Medway,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME8,51.36102,0.5987,Medway,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,ME9,51.33297,0.72491,Kent,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK1,52.00522,-0.72659,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK10,52.03908,-0.69792,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK11,52.05226,-0.84048,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK12,52.05741,-0.81555,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK13,52.05258,-0.78359,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK14,52.05955,-0.76152,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK15,52.05739,-0.72802,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK16,52.08879,-0.72129,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK17,51.99235,-0.70074,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK18,51.97972,-0.96904,Buckinghamshire,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
East Midlands,MK19,52.07215,-0.85164,Northamptonshire,4865583,2114.712643,135.287357,38.53459842,47.41202383,13.95458561
South East England,MK2,51.98991,-0.72411,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK3,51.99651,-0.75306,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK4,52.00397,-0.77762,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
East of England,MK40,52.13797,-0.47145,Bedford Borough,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,MK41,52.15113,-0.44614,Bedford Borough,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,MK42,52.12002,-0.47352,Bedford Borough,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,MK43,52.11837,-0.55684,Bedford Borough,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,MK44,52.19402,-0.42563,Bedford Borough,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
East of England,MK45,52.02462,-0.46803,Central Bedfordshire,6269161,1958.47463,291.52537,39.0685367,46.48460291,14.33153126
South East England,MK46,52.15411,-0.69165,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK5,52.02021,-0.78301,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK6,52.02967,-0.74193,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK7,52.01921,-0.68976,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK8,52.0357,-0.803,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
South East England,MK9,52.04064,-0.75912,Milton Keynes,9217265,1937.592601,312.4073994,38.78330869,46.97143917,14.12813902
Scotland,ML1,55.79943,-3.97512,North Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,ML10,55.68013,-4.06932,South Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,ML11,55.66661,-3.78555,South Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,ML12,55.56677,-3.59544,South Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,ML2,55.77706,-3.91179,North Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,ML3,55.77028,-4.05337,South Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,ML4,55.81846,-4.02078,North Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,ML5,55.85964,-4.03091,North Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,ML6,55.86704,-3.96257,North Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,ML7,55.83008,-3.79303,North Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,ML8,55.7305,-3.84103,South Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
Scotland,ML9,55.72496,-3.96658,South Lanarkshire,5466000,1874.016939,375.9830613,38.50325369,47.17319964,14.21743137
London,N1,51.53717,-0.09652,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N10,51.59368,-0.14325,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N11,51.61338,-0.13812,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N12,51.61487,-0.17561,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N13,51.6191,-0.10176,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N14,51.63392,-0.1286,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N15,51.5819,-0.08166,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N16,51.5629,-0.07525,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N17,51.59791,-0.07088,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N18,51.61309,-0.06446,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N19,51.56464,-0.12712,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N1C,51.53626,-0.12572,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N2,51.58957,-0.16797,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N20,51.62923,-0.17359,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N21,51.63612,-0.09816,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N22,51.59944,-0.1098,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N3,51.59984,-0.1921,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N4,51.57052,-0.1009,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N5,51.55337,-0.09729,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N6,51.57116,-0.14129,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N7,51.55277,-0.11607,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N8,51.58335,-0.11625,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
London,N9,51.62825,-0.05659,Greater London,9002488,1826.83423,423.16577,39.01442303,47.38614514,13.55164657
North East England,NE1,54.97262,-1.61097,Newcastle Upon Tyne,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE10,54.94726,-1.55345,Gateshead,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE11,54.94123,-1.63157,Gateshead,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE12,55.0246,-1.56823,North Tyneside,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE13,55.04642,-1.64469,Newcastle Upon Tyne,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE15,54.9837,-1.72026,Newcastle Upon Tyne,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE16,54.9324,-1.69096,Gateshead,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE17,54.91378,-1.81591,Gateshead,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE18,55.03787,-1.86072,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE19,55.17901,-2.0958,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE2,54.98698,-1.60458,Newcastle Upon Tyne,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE20,55.05304,-1.78553,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE21,54.95764,-1.71888,Gateshead,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE22,55.1361,-1.58428,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE23,55.08037,-1.58173,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE24,55.12238,-1.52013,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE25,55.04945,-1.48656,North Tyneside,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE26,55.05201,-1.45679,North Tyneside,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE27,55.03247,-1.51025,North Tyneside,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE28,55.00015,-1.51846,North Tyneside,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE29,55.0116,-1.46359,North Tyneside,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE3,55.01043,-1.6325,Newcastle Upon Tyne,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE30,55.02138,-1.44,North Tyneside,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE31,54.97136,-1.511,South Tyneside,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE32,54.96765,-1.48292,South Tyneside,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE33,54.99077,-1.42792,South Tyneside,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE34,54.97186,-1.42037,South Tyneside,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE35,54.95227,-1.4597,South Tyneside,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE36,54.94498,-1.43794,South Tyneside,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE37,54.913,-1.52574,Sunderland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE38,54.89412,-1.52441,Sunderland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE39,54.92357,-1.75813,Gateshead,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE4,54.97361,-1.64221,Newcastle Upon Tyne,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE40,54.96584,-1.77193,Gateshead,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE41,54.9758,-1.81875,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE42,54.96237,-1.85474,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE43,54.94804,-1.90475,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE44,54.94268,-1.97814,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE45,54.97683,-2.01563,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE46,54.97948,-2.10626,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE47,54.92894,-2.25127,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE48,55.13114,-2.25724,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE49,54.96698,-2.45927,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE5,54.99621,-1.68735,Newcastle Upon Tyne,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE6,54.97695,-1.56405,Newcastle Upon Tyne,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE61,55.18045,-1.68905,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
North East England,NE62,55.16129,-1.59187,Northumberland,2680763,1903.043714,346.9562861,39.01172539,46.45885854,14.44586392
